FACILITY,FIELD_FAB,ALL_LOTS,DATETIME,TEXT,PREDICTION
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:20:02.144493+01:00,RULE_LTS1 0.0009200572967529 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:20:03.859053+01:00,RULE_LTS1 0.0009129047393798 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:20:10.111504+01:00,Associa_LOT_DISTAG 0.001047134399414 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:20:13.337466+01:00,RULE_LTS1 0.0008339881896972 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:20:17.508254+01:00,RULE_LTS1 0.0007460117340087 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:20:19.760268+01:00,RTD_WIPPER_TRANSPORT_DEST 0.0008549690246582 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:20:28.223111+01:00,RULE_LTS1 0.0009138584136962 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:20:31.034313+01:00,Lot_Next_Oper_Scan_Go 0.0008320808410644 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:20:36.171891+01:00,ChangeCarrier_Scan_Go 0.0008649826049804 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:20:38.324044+01:00,Model_Context_Scan_Go 0.232241868972778 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:20:47.056746+01:00,Transport_with_Vector 0.0006258487701416 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:20:49.131578+01:00,Start_DEFECT_Scan_Go 0.0023620128631591 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:20:58.914441+01:00,RULE_LTS1 0.0007519721984863 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:20:57.787016+01:00,Model_Context_Scan_Go 0.0009870529174804 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:09.195853+01:00,RULE_LTS1 0.0009560585021972 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:11.617868+01:00,Model_Context_Scan_Go 0.0010321140289306 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:15.581824+01:00,Lot_Next_Oper_Scan_Go 0.0011730194091796 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:14.19609+01:00,Model_Context_Scan_Go 0.0008199214935302 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:20.92758+01:00,Model_Context_Scan_Go 0.0006651878356933 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:20.687742+01:00,MVOUT_Context_Lot_Scan_Go 0.0007851123809814 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:28.873935+01:00,Model_Context_Scan_Go 0.0009291172027587 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:29.290616+01:00,MVOUT_Context_Lot_Scan_Go 0.0006411075592041 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:37.93269+01:00,RULE_LTS1 0.0008120536804199 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:39.003526+01:00,MVOUT_Context_Lot_Scan_Go 0.0008971691131591 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:49.39407+01:00,RULE_LTS1 0.733190059661865 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:51.213876+01:00,RULE_LTS1 0.0020680427551269 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:57.516739+01:00,RULE_LTS1 0.0007522106170654 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:21:59.193091+01:00,ALIGN_BATCH_Scan_Go 0.0006499290466308 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:03.426187+01:00,RULE_LTS1 0.0012629032135009 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:08.873383+01:00,Start_MS_HIVAC 0.0008759498596191 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:10.420999+01:00,Get_Mask_CD 1.28746604919434 CTNSX00360,1
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:14.563093+01:00,RULE_LTS1 0.0008339881896972 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:22.486041+01:00,RTD_WIPPER_TRANSPORT_DEST 0.0012838840484619 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:20.415623+01:00,MVOUT_Context_Lot_Scan_Go 0.0009191036224365 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:27.111057+01:00,Start_BACK_PFP_Scan_Go 0.0009098052978515 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:35.074419+01:00,Model_Context_Scan_Go 0.0008509159088134 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:42.83912+01:00,Start_IMPLANT_Scan_Go 0.0008430480957031 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:43.914073+01:00,MVOUT_Context_Lot_Scan_Go 0.001936912536621 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:49.377501+01:00,MVOUT_Context_Lot_Scan_Go 0.0008909702301025 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:22:51.341056+01:00,MVOUT_Context_Lot_Scan_Go 0.0009708404541015 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:02.308818+01:00,RULE_LTS1 0.158886909484863 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:03.48168+01:00,RULE_LTS1 0.0041100978851318 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:10.062345+01:00,RULE_LTS1 0.0008740425109863 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:10.82702+01:00,Start_REMOVAL_DRS_Scan_Go 0.0010020732879638 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:16.875324+01:00,Model_Context_Scan_Go 0.941718101501465 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:23.540533+01:00,RULE_LTS1 0.0009419918060302 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:18.342487+01:00,ChangeCarrier_Scan_Go 0.0009369850158691 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:26.416404+01:00,RULE_LTS1 0.0008478164672851 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:22.884654+01:00,Model_Context_Scan_Go 0.0007989406585693 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:30.144133+01:00,RULE_LTS1 0.0007510185241699 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:32.321983+01:00,Start_REMOVAL_TRIMAX_Scan_Go 0.0007679462432861 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:36.424854+01:00,RULE_LTS1 0.0011639595031738 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:39.009084+01:00,RULE_LTS1 0.001072883605957 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:42.204655+01:00,Get_context_etch_MS_E 0.0009388923645019 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:47.858774+01:00,RULE_LTS1 0.0008900165557861 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:48.294127+01:00,RTD_WIPPER_TRANSPORT_DEST 0.0007498264312744 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:51.001182+01:00,RULE_LTS1 0.0009810924530029 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:54.648787+01:00,RULE_LTS1 0.0009729862213134 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:03.843397+01:00,RULE_LTS1 0.0008459091186523 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:23:59.462953+01:00,Model_Context_Scan_Go 0.0010359287261962 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:05.430254+01:00,RULE_LTS1 0.0013971328735351 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:09.600676+01:00,RULE_LTS1 0.0009100437164306 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:13.607128+01:00,RULE_LTS1 0.0009491443634033 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:16.749454+01:00,RULE_LTS1 0.0013058185577392 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:25.736241+01:00,RULE_LTS1 0.0012128353118896 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:25.551966+01:00,Lot_Next_Oper_Scan_Go 0.0926330089569092 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:29.723769+01:00,RULE_LTS1 0.0008080005645751 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:34.128245+01:00,Start_MI_VIPER_Scan_Go 0.0008912086486816 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:35.41598+01:00,MVOUT_Context_Lot_Scan_Go 0.193202972412109 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:43.047206+01:00,Model_Context_Scan_Go 0.0011560916900634 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:41.286257+01:00,MVOUT_Context_Lot_Scan_Go 0.0009410381317138 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:54.139096+01:00,Model_Context_Scan_Go 0.0008859634399414 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:25:00.374316+01:00,RULE_LTS1 0.0020499229431152 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,23/01/2024 08:24:55.810105+01:00,Model_Context_Scan_Go 0.0008199214935302 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:49:53.989727+01:00,Model_Context_Scan_Go 6.22030091285706 CTNSX00360,1
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:49:54.196348+01:00,MVOUT_Context_Lot_Scan_Go 4.59232091903687 CTNSX00360,1
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:50:03.352761+01:00,RULE_LTS1 0.0011999607086181 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:50:03.412646+01:00,Model_Context_Scan_Go 0.000929832458496 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:50:25.964919+01:00,RULE_LTS1 0.0008749961853027 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:50:19.267775+01:00,MVOUT_Context_Lot_Scan_Go 0.0008130073547363 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:50:26.501739+01:00,RULE_LTS1 0.0008039474487304 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:50:36.539901+01:00,Associa_LOT_DISTAG 0.0009510517120361 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:50:44.447258+01:00,RULE_LTS1 0.0009009838104248 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:50:45.127054+01:00,MVOUT_Context_Lot_Scan_Go 0.0009009838104248 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:50:48.884735+01:00,Model_Context_Scan_Go 0.0009138584136962 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:50:49.304424+01:00,MVOUT_Context_Lot_Scan_Go 0.0009188652038574 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:50:58.76013+01:00,RULE_LTS1 0.434215068817139 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:51:00.036294+01:00,Associa_LOT_DISTAG 0.164061069488525 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:51:05.419774+01:00,Start_REMOVAL_DRS_Scan_Go 0.0008168220520019 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:51:12.669998+01:00,Lot_Next_Oper_Scan_Go 0.0007622241973876 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:51:06.724966+01:00,MVOUT_Context_Lot_Scan_Go 0.0004479885101318 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:51:14.282244+01:00,Model_Context_Scan_Go 0.000885009765625 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:51:22.342419+01:00,RULE_LTS1 0.0011260509490966 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:51:18.950561+01:00,ChangeCarrier_Scan_Go 0.0008759498596191 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:51:29.380337+01:00,RULE_LTS1 0.0005679130554199 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:51:35.683406+01:00,Model_Context_Scan_Go 0.0006170272827148 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:51:39.778105+01:00,MVOUT_Context_Lot_Scan_Go 0.0008339881896972 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:51:47.78564+01:00,Start_EPI_MCV_Scan_Go 0.0008349418640136 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:51:51.609139+01:00,RULE_LTS1 0.0010459423065185 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:51:59.656579+01:00,Model_Context_Scan_Go 0.298562049865723 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:52:00.627801+01:00,RULE_LTS1 0.0009670257568359 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:52:06.780739+01:00,RULE_LTS1 0.0008130073547363 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:52:07.727456+01:00,RULE_LTS1 0.0008480548858642 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:52:14.226983+01:00,RULE_LTS1 0.0008940696716308 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:52:21.721219+01:00,Start_BACK_HWT_CAR_METAL_Scan_Go 0.0007719993591308 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:52:25.049912+01:00,MVOUT_Context_Lot_Scan_Go 0.0007879734039306 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:52:33.672206+01:00,ChangeCarrier_Scan_Go 0.0008010864257812 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:52:37.883427+01:00,Model_Context_Scan_Go 0.170105934143066 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:52:41.600824+01:00,MVOUT_Context_Lot_Scan_Go 0.0012459754943847 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:52:52.526185+01:00,MVOUT_Context_Lot_Scan_Go 0.122416973114014 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:53:02.086733+01:00,RULE_LTS1 0.0011820793151855 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:52:55.285116+01:00,MVOUT_Context_Lot_Scan_Go 0.0007169246673583 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:53:03.148821+01:00,RULE_LTS1 0.0009539127349853 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:53:10.778479+01:00,Associa_LOT_DISTAG 0.0009489059448242 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:53:14.075514+01:00,RULE_LTS1 0.0009059906005859 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:53:22.877422+01:00,RULE_LTS1 0.0009200572967529 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:53:26.373472+01:00,MVOUT_Context_Lot_Scan_Go 0.0008251667022705 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:53:33.244787+01:00,Start_DIFFUSION_TEL 0.0009529590606689 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:53:30.436329+01:00,ChangeCarrier_Scan_Go 0.0008299350738525 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:53:40.729182+01:00,RULE_LTS1 0.0009679794311523 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:53:38.419331+01:00,MVOUT_Context_Lot_Scan_Go 0.0017409324645996 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:53:47.055218+01:00,RULE_LTS1 0.000993013381958 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:53:55.410746+01:00,RULE_LTS1 0.0009019374847412 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:53:51.557039+01:00,MVOUT_Context_Lot_Scan_Go 0.0008449554443359 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:54:05.012787+01:00,RULE_LTS1 0.0009188652038574 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:53:58.296415+01:00,MVOUT_Context_Lot_Scan_Go 0.219912052154541 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:54:07.14838+01:00,ChangeCarrier_Scan_Go 0.0009031295776367 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:54:15.295032+01:00,RULE_LTS1 0.0009210109710693 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:54:11.666987+01:00,Start_PHOTO_ISL_Scan_Go 0.0008001327514648 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:54:20.777598+01:00,Start_PHOTO_ISL_Scan_Go 0.000885009765625 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:54:31.145773+01:00,RULE_LTS1 0.0009059906005859 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:54:22.444953+01:00,ChangeCarrier_Scan_Go 0.0008440017700195 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:54:26.777933+01:00,Start_METAL_CDO_Scan_Go 0.0007410049438476 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:54:36.437811+01:00,RULE_LTS1 0.0012259483337402 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:54:42.722317+01:00,RULE_LTS1 0.0007998943328857 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:54:37.118447+01:00,MVOUT_Context_Lot_Scan_Go 0.0008389949798583 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:54:43.269883+01:00,Model_Context_Scan_Go 0.0017871856689453 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:54:51.388218+01:00,RULE_LTS1 0.0006978511810302 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:54:55.40075+01:00,RULE_LTS1 0.0007798671722412 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:54:56.792299+01:00,RULE_LTS1 0.0008468627929687 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:55:03.270253+01:00,RULE_LTS1 0.001209020614624 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,26/01/2024 08:55:00.339932+01:00,Model_Context_Scan_Go 0.0018091201782226 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:23:27.100678+01:00,MVOUT_Context_Lot_Scan_Go 0.0837559700012207 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:23:36.290793+01:00,RULE_LTS1 0.373239994049072 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:23:33.2283+01:00,ChangeCarrier_Scan_Go 0.0008831024169921 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:23:40.497972+01:00,RULE_LTS1 0.0008471012115478 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:23:43.643493+01:00,Model_Context_Scan_Go 0.0017828941345214 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:23:53.710801+01:00,RULE_LTS1 0.0009698867797851 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:23:56.25958+01:00,RULE_LTS1 0.0007250308990478 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:23:49.442266+01:00,MVOUT_Context_Lot_Scan_Go 0.0008821487426757 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:24:07.826137+01:00,RULE_LTS1 5.88350009918213 CTNSX00360,1
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:24:11.361158+01:00,AMA_RETICLE_POD_LOADING 6.35654282569885 CTNSX00360,1
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:24:14.693105+01:00,RULE_LTS1 0.933655023574829 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:24:15.730332+01:00,RULE_LTS1 0.921154975891113 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:24:25.641998+01:00,RULE_LTS1 0.0008819103240966 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:24:26.332709+01:00,MVOUT_Context_Lot_Scan_Go 0.0009481906890869 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:24:38.130857+01:00,RULE_LTS1 0.0009949207305908 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:24:33.254655+01:00,MVOUT_Context_Lot_Scan_Go 0.0009448528289794 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:24:40.620669+01:00,RULE_LTS1 0.000802993774414 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:24:45.839398+01:00,RULE_LTS1 0.0008289813995361 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:24:50.255681+01:00,Lot_Next_Oper_Scan_Go 0.000823974609375 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:24:50.976291+01:00,Lot_Next_Oper_Scan_Go 0.0008690357208251 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:24:55.259724+01:00,RULE_LTS1 0.0008728504180908 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:25:05.489809+01:00,RULE_LTS1 0.0008449554443359 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:25:01.447071+01:00,MVOUT_Context_Lot_Scan_Go 0.0021519660949707 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:25:05.805939+01:00,MVOUT_Context_Lot_Scan_Go 0.0007679462432861 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:25:10.521422+01:00,RULE_LTS1 0.0629720687866211 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:25:18.972556+01:00,RULE_LTS1 0.000903844833374 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:25:16.490404+01:00,Model_Context_Scan_Go 0.0008759498596191 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:25:23.054288+01:00,Transport_with_Vector 0.0008718967437744 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:25:30.517869+01:00,RULE_LTS1 0.0009410381317138 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:25:31.338688+01:00,Lot_Next_Oper_Scan_Go 0.0008530616760253 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:25:36.28307+01:00,RULE_LTS1 0.000870943069458 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:25:37.458264+01:00,RULE_LTS1 0.0008668899536132 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:25:48.206974+01:00,Start_METAL_CDO_Scan_Go 0.0008549690246582 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:25:50.085133+01:00,RULE_LTS1 0.0008599758148193 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:25:57.170866+01:00,Model_Context_Scan_Go 0.0017399787902832 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:25:59.281096+01:00,Start_REMOVAL_DRS_Scan_Go 0.0008699893951416 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:26:06.254573+01:00,RULE_LTS1 0.0008199214935302 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:26:12.418437+01:00,RULE_LTS1 0.0009229183197021 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:26:08.107506+01:00,MVOUT_Context_Lot_Scan_Go 0.0008769035339355 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:26:25.346176+01:00,RULE_LTS1 0.0008821487426757 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:26:18.547716+01:00,MVOUT_Context_Lot_Scan_Go 0.0008440017700195 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:26:28.6307+01:00,Model_Context_Scan_Go 0.0008258819580078 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:26:34.759572+01:00,RULE_LTS1 0.0009148120880126 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:26:34.858996+01:00,MVOUT_Context_Lot_Scan_Go 0.0005879402160644 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:26:44.054375+01:00,RULE_LTS1 0.0009200572967529 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:26:43.844446+01:00,FINEMAN_TOSTBY 0.366169929504395 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:26:49.83667+01:00,Model_Context_Scan_Go 0.0014832019805908 CTNSX00360,0
FAB,LDB_5D,****ALLLOTS****,13/02/2024 08:26:56.494725+01:00,Model_Context_Scan_Go 0.0009491443634033 CTNSX00360,0
